prophage_contig_name,all_activate_count,stool_activate_count,capsule_activate_count,saliva_activate_count,all_dormant_count,stool_dormant_count,capsule_dormant_count,saliva_dormant_count,all_undetected_count,stool_undetected_count,capsule_undetected_count,saliva_undetected_count,all_active_sample,contig,sample,bin_name,fastani_classification,checkm_marker_lineage,taxonomy,annotated,active
E23_2-k141_16721,0,0,0,0,240,58,153,29,19,0,19,0,NA,k141_16721,E23_2,E23_2.bin.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A plebeius_A,o__Bacteroidales (UID2657),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A plebeius_A,yes,no
E23_2-k141_48534,6,0,6,0,222,56,137,29,31,2,29,0,"E14_2,G10_2,G18_2,G20_2,G22_2,G4_2,J13_2",k141_48534,E23_2,E23_2.bin.15,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,yes
E23_2-k141_90385,0,0,0,0,234,58,157,19,25,0,15,10,NA,NA,NA,NA,NA,NA,NA,no,yes
E2_2-k141_122795,0,0,0,0,151,39,110,2,108,19,62,27,NA,k141_122795,E2_2,E2_2.bin.6,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,c__Deltaproteobacteria (UID3218),d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,yes,no
E2_2-k141_60575,0,0,0,0,3,1,2,0,256,57,170,29,NA,NA,NA,NA,NA,NA,NA,no,no
E2_2-k141_63926,0,0,0,0,139,37,101,1,120,21,71,28,NA,k141_63926,E2_2,E2_2.bin.6,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,c__Deltaproteobacteria (UID3218),d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,yes,no
E2_2-k141_65505,0,0,0,0,155,53,100,2,104,5,72,27,NA,NA,NA,NA,NA,NA,NA,no,yes
E2_2-k141_66838,0,0,0,0,239,58,152,29,20,0,20,0,NA,k141_66838,E2_2,E2_2.bin.7,NA,o__Selenomonadales (UID1024),o__Selenomonadales (UID1024),yes,no
E3_1-k141_10296,0,0,0,0,165,54,95,16,94,4,77,13,NA,NA,NA,NA,NA,NA,NA,no,yes
E3_2-k141_161628,0,0,0,0,78,26,29,23,181,32,143,6,NA,k141_161628,E3_2,E3_2.bin.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,o__Bacteroidales (UID2716),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,yes,no
E3_2-k141_231810,0,0,0,0,221,58,146,17,38,0,26,12,NA,NA,NA,NA,NA,NA,NA,no,yes
E3_2-k141_246731,3,1,2,0,174,53,92,29,82,4,78,0,"E5_2,H1_2,H3_2",NA,NA,NA,NA,NA,NA,no,yes
E5_2-k141_144869,0,0,0,0,188,50,114,24,71,8,58,5,NA,k141_144869,E5_2,E5_2.bin.13,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,o__Selenomonadales (UID1024),d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,yes,yes
E5_2-k141_148036,0,0,0,0,257,58,170,29,2,0,2,0,NA,k141_148036,E5_2,E5_2.bin.33,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C,yes,no
E5_2-k141_17207,7,2,5,0,243,56,160,27,9,0,7,2,"B19_1,D17_1,G21_2,G23_2,H17_1,H3_2,J19_1,P15_1",NA,NA,NA,NA,NA,NA,no,yes
E5_2-k141_177817,0,0,0,0,259,58,172,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,no,no
E5_2-k141_200886,0,0,0,0,231,58,147,26,28,0,25,3,NA,k141_200886,E5_2,E5_2.bin.15,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K,yes,no
E5_2-k141_27286,22,11,11,0,209,47,136,26,28,0,25,3,"A15_2,A17_2,A19_2,A21_2,A23_2,C11_2,C13_2,C15_2,C17_2,C19_2,E3_2,F7_2,H3_2,J15_2,J19_2,K2_2,K6_2,K8_2,O13_2,O15_2,O2_2,O4_2",k141_27286,E5_2,E5_2.bin.19,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
E5_2-k141_28404,9,0,9,0,219,58,147,14,31,0,16,15,"H23_2,H3_2,J3_2,K14_2,K16_2,K20_2,K22_2,M10_2,M2_2",NA,NA,NA,NA,NA,NA,no,yes
E5_2-k141_37283,0,0,0,0,91,33,41,17,168,25,131,12,NA,k141_37283,E5_2,E5_2.bin.13,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,o__Selenomonadales (UID1024),d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,yes,no
E5_2-k141_57507,2,0,2,0,222,58,150,14,35,0,20,15,"H1_2,H3_2",k141_57507,E5_2,E5_2.bin.33,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C,yes,yes
E5_2-k141_82143,4,1,3,0,165,54,101,10,90,3,68,19,"E3_2,H1_2,H21_2,H3_2",k141_82143,E5_2,E5_2.bin.19,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
E5_2-k141_9075,2,0,2,0,232,56,149,27,25,2,21,2,"H1_2,H23_2",k141_9075,E5_2,E5_2.bin.13,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,o__Selenomonadales (UID1024),d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__,yes,yes
E7_2-k141_153816,0,0,0,0,217,58,154,5,42,0,18,24,NA,k141_153816,E7_2,E7_2.bin.48,NA,f__Lachnospiraceae (UID1256),f__Lachnospiraceae (UID1256),yes,no
E7_2-k141_1782,4,1,3,0,184,57,125,2,71,0,44,27,"E11_2,H19_2,H1_2,H3_2",NA,NA,NA,NA,NA,NA,no,yes
E7_2-k141_180744,4,1,3,0,180,52,128,0,75,5,41,29,"E5_2,H19_2,H21_2,H3_2,H7_2,H9_2",k141_180744,E7_2,E7_2.bin.28,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
E7_2-k141_194637,0,0,0,0,189,53,128,8,70,5,44,21,NA,NA,NA,NA,NA,NA,NA,no,no
E7_2-k141_89953,0,0,0,0,206,58,135,13,53,0,37,16,NA,NA,NA,NA,NA,NA,NA,no,no
E8_2-k141_109798,0,0,0,0,250,58,169,23,9,0,3,6,NA,NA,NA,NA,NA,NA,NA,no,yes
E8_2-k141_30287,0,0,0,0,249,58,162,29,10,0,10,0,E14_2,NA,NA,NA,NA,NA,NA,no,yes
E8_2-k141_80003,3,0,3,0,238,58,151,29,18,0,18,0,"E2_2,E4_2,E6_2,E8_2",NA,NA,NA,NA,NA,NA,no,yes
E9_1-k141_11393,0,0,0,0,215,58,151,6,44,0,21,23,NA,NA,NA,NA,NA,NA,NA,no,no
E9_1-k141_76186,0,0,0,0,199,54,120,25,60,4,52,4,NA,NA,NA,NA,NA,NA,NA,no,no
E9_1-k141_79363,0,0,0,0,224,58,140,26,35,0,32,3,NA,NA,NA,NA,NA,NA,NA,no,yes
E9_2-k141_116653,0,0,0,0,153,46,100,7,106,12,72,22,NA,k141_116653,E9_2,E9_2.bin.50,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,no
E9_2-k141_130734,4,4,0,0,225,51,158,16,30,3,14,13,"C21_2,E13_2,E1_2,E3_2",NA,NA,NA,NA,NA,NA,no,yes
E9_2-k141_74782,1,0,1,0,219,55,135,29,39,3,36,0,H3_2,NA,NA,NA,NA,NA,NA,no,yes
F11_2-k141_18323,8,0,8,0,203,56,123,24,48,2,41,5,"D13_2,D17_2,D21_2,D23_2,F11_2,F15_2,F17_2,F3_2,F7_2",k141_18323,F11_2,F11_2.bin.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,o__Bacteroidales (UID2621),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,yes,yes
F11_2-k141_6926,0,0,0,0,160,40,105,15,99,18,67,14,NA,NA,NA,NA,NA,NA,NA,no,no
F11_2-k141_9319,0,0,0,0,108,24,81,3,151,34,91,26,NA,NA,NA,NA,NA,NA,NA,no,no
F15_1-k141_18938,0,0,0,0,258,58,171,29,1,0,1,0,NA,k141_18938,F15_1,F15_1.bin.3,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
F17_1-k141_11945,1,0,1,0,194,49,118,27,64,9,53,2,"B19_1,D17_1,L17_1",k141_11945,F17_1,F17_1.bin.3,NA,k__Bacteria (UID2982),k__Bacteria (UID2982),yes,yes
F17_1-k141_16726,0,0,0,0,248,58,161,29,11,0,11,0,NA,NA,NA,NA,NA,NA,NA,no,no
F17_1-k141_3230,0,0,0,0,213,51,134,28,46,7,38,1,NA,NA,NA,NA,NA,NA,NA,no,no
F17_2-k141_11437,0,0,0,0,213,55,135,23,46,3,37,6,NA,NA,NA,NA,NA,NA,NA,no,no
F17_2-k141_15421,0,0,0,0,211,48,136,27,48,10,36,2,NA,NA,NA,NA,NA,NA,NA,no,no
F17_2-k141_4843,0,0,0,0,241,57,155,29,18,1,17,0,NA,NA,NA,NA,NA,NA,NA,no,no
F17_2-k141_5293,0,0,0,0,225,55,146,24,34,3,26,5,NA,NA,NA,NA,NA,NA,NA,no,no
F17_2-k141_6699,0,0,0,0,230,50,151,29,29,8,21,0,NA,k141_6699,F17_2,F17_2.bin.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,f__Enterobacteriaceae (UID5124),d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,yes,no
F23_1-k141_21238,2,0,2,0,140,48,91,1,117,10,79,28,"F23_1,H23_1,L23_1,O17_1",NA,NA,NA,NA,NA,NA,no,yes
F23_1-k141_24667,0,0,0,0,252,58,165,29,7,0,7,0,NA,k141_24667,F23_1,F23_1.bin.22,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
F23_1-k141_61569,0,0,0,0,235,58,148,29,24,0,24,0,NA,NA,NA,NA,NA,NA,NA,no,no
F3_2-k141_26961,0,0,0,0,94,22,72,0,165,36,100,29,NA,NA,NA,NA,NA,NA,NA,no,no
F3_2-k141_32724,0,0,0,0,218,58,140,20,41,0,32,9,NA,k141_32724,F3_2,F3_2.bin.6,NA,f__Enterobacteriaceae (UID5124),f__Enterobacteriaceae (UID5124),yes,no
F3_2-k141_7471,1,0,1,0,258,58,171,29,0,0,0,0,D21_2,NA,NA,NA,NA,NA,NA,no,yes
F7_2-k141_42925,0,0,0,0,259,58,172,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,no,yes
F9_2-k141_88054,3,0,3,0,161,42,104,15,95,16,65,14,"F11_2,F15_2,F17_2",NA,NA,NA,NA,NA,NA,no,yes
G10_2-k141_100921,0,0,0,0,240,58,158,24,19,0,14,5,NA,k141_100921,G10_2,G10_2.bin.34,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,yes,yes
G10_2-k141_49082,0,0,0,0,258,58,171,29,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,no,no
G10_2-k141_64663,0,0,0,0,245,58,159,28,14,0,13,1,NA,k141_64663,G10_2,G10_2.bin.34,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,yes,no
G10_2-k141_70178,0,0,0,0,245,58,161,26,14,0,11,3,NA,k141_70178,G10_2,G10_2.bin.34,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,yes,no
G10_2-k141_75085,3,2,1,0,245,56,160,29,11,0,11,0,"E13_2,E15_2,H15_1,L23_1",NA,NA,NA,NA,NA,NA,no,yes
G10_2-k141_85573,1,0,1,0,217,58,157,2,41,0,14,27,G6_2,NA,NA,NA,NA,NA,NA,no,yes
G10_2-k141_91595,0,0,0,0,237,58,153,26,22,0,19,3,NA,k141_91595,G10_2,G10_2.bin.34,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,yes,yes
G10_2-k141_96935,0,0,0,0,157,53,104,0,102,5,68,29,NA,NA,NA,NA,NA,NA,NA,no,yes
G11_1-k141_21281,0,0,0,0,255,57,169,29,4,1,3,0,NA,k141_21281,G11_1,G11_1.bin.12,NA,f__Enterobacteriaceae (UID5162),f__Enterobacteriaceae (UID5162),yes,no
G11_1-k141_26117,0,0,0,0,241,57,156,28,18,1,16,1,NA,k141_26117,G11_1,G11_1.bin.12,NA,f__Enterobacteriaceae (UID5162),f__Enterobacteriaceae (UID5162),yes,no
G11_2-k141_111393,0,0,0,0,142,39,88,15,117,19,84,14,NA,k141_111393,G11_2,G11_2.bin.39,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,f__Enterobacteriaceae (UID5162),d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,yes,no
G11_2-k141_123085,0,0,0,0,245,58,158,29,14,0,14,0,NA,NA,NA,NA,NA,NA,NA,no,no
G11_2-k141_4002,0,0,0,0,211,58,149,4,48,0,23,25,NA,NA,NA,NA,NA,NA,NA,no,no
G11_2-k141_40082,0,0,0,0,244,58,159,27,15,0,13,2,NA,k141_40082,G11_2,G11_2.bin.22,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
G11_2-k141_78269,21,6,15,0,199,51,124,24,39,1,33,5,"A1_2,A3_2,A5_2,A7_2,C7_1,C9_1,E14_2,E20_2,E6_2,F23_1,G10_2,G14_2,G18_2,G20_2,G22_2,G2_2,G4_2,G5_1,I2_2,J13_2,J23_1,K9_1,L23_1,O17_1,O21_1",NA,NA,NA,NA,NA,NA,no,yes
G11_2-k141_83552,0,0,0,0,244,58,161,25,15,0,11,4,NA,NA,NA,NA,NA,NA,NA,no,yes
G13_2-k141_137935,1,0,1,0,216,58,131,27,42,0,40,2,C16_2,NA,NA,NA,NA,NA,NA,no,yes
G13_2-k141_49353,11,1,10,0,204,57,118,29,44,0,44,0,"A10_2,A2_2,A4_2,A8_2,G13_2,O11_2,O13_2,O15_2,O17_2,O21_2,O9_2",NA,NA,NA,NA,NA,NA,no,yes
G13_2-k141_72657,1,0,1,0,76,24,47,5,182,34,124,24,O15_2,k141_72657,G13_2,G13_2.bin.21,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,yes,no
G13_2-k141_94940,0,0,0,0,91,52,39,0,168,6,133,29,NA,NA,NA,NA,NA,NA,NA,no,no
G14_2-k141_101355,7,2,5,0,226,56,151,19,26,0,16,10,"A11_2,A9_2,G18_2,G22_2,G6_2,I4_2,J13_2",NA,NA,NA,NA,NA,NA,no,yes
G14_2-k141_50023,2,2,0,0,196,56,122,18,61,0,50,11,"C13_1,C15_1",NA,NA,NA,NA,NA,NA,no,yes
G14_2-k141_65853,9,0,9,0,244,58,157,29,6,0,6,0,"G10_2,G18_2,G20_2,G22_2,G4_2,J13_2,K16_2,M10_2,M14_2",NA,NA,NA,NA,NA,NA,no,yes
G14_2-k141_86876,0,0,0,0,185,58,127,0,74,0,45,29,NA,k141_86876,G14_2,G14_2.bin.20,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena,k__Bacteria (UID203),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena,yes,no
G14_2-k141_91319,5,0,5,0,182,57,114,11,72,1,53,18,"B17_1,B19_1,F17_1,F19_1,H19_1,J13_2,J19_1,L17_1,P15_1",NA,NA,NA,NA,NA,NA,no,yes
G15_2-k141_55480,0,0,0,0,220,57,152,11,39,1,20,18,NA,k141_55480,G15_2,G15_2.bin.2,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
G15_2-k141_84345,10,3,7,0,208,55,146,7,41,0,19,22,"A12_2,A4_2,C11_1,E3_1,F15_1,G13_2,G15_2,G21_1,G23_1,H15_1,I1_1,L15_1,L21_1,L23_1,M13_2,M15_2,N21_1,O13_1,O17_1,O3_2",NA,NA,NA,NA,NA,NA,no,yes
G15_2-k141_87130,0,0,0,0,199,58,140,1,60,0,32,28,NA,NA,NA,NA,NA,NA,NA,no,no
G15_2-k141_88312,0,0,0,0,214,58,156,0,45,0,16,29,NA,k141_88312,G15_2,G15_2.bin.27,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
G17_2-k141_145354,0,0,0,0,232,58,151,23,27,0,21,6,E2_2,NA,NA,NA,NA,NA,NA,no,yes
G17_2-k141_76320,0,0,0,0,219,57,142,20,40,1,30,9,NA,k141_76320,G17_2,G17_2.bin.6,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
G17_2-k141_891,0,0,0,0,236,58,154,24,23,0,18,5,NA,NA,NA,NA,NA,NA,NA,no,no
G18_2-k141_28650,5,0,5,0,231,58,154,19,23,0,13,10,"G10_2,G20_2,G2_2,G4_2,J11_2",NA,NA,NA,NA,NA,NA,no,yes
G18_2-k141_90798,0,0,0,0,202,56,134,12,57,2,38,17,NA,k141_90798,G18_2,G18_2.bin.16,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215,yes,no
G19_1-k141_47509,0,0,0,0,238,58,151,29,21,0,21,0,NA,k141_47509,G19_1,G19_1.bin.4,NA,o__Bacteroidales (UID2654),o__Bacteroidales (UID2654),yes,no
G19_2-k141_151634,5,0,5,0,200,58,117,25,54,0,50,4,"E20_2,E2_2,E6_2,E8_2,H11_2,H23_2,K21_1",NA,NA,NA,NA,NA,NA,no,yes
G19_2-k141_75921,8,1,7,0,238,57,155,26,13,0,10,3,"A4_2,E2_2,E4_2,E6_2,E8_2,G15_2,O11_2,O13_2,O7_2,O9_2",NA,NA,NA,NA,NA,NA,no,yes
G19_2-k141_91063,0,0,0,0,254,58,167,29,5,0,5,0,NA,k141_91063,G19_2,G19_2.bin.10,d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__;s__,c__Clostridia (UID1085),d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__;s__,yes,no
G1_2-k141_106245,3,0,3,0,198,55,139,4,58,3,30,25,"D17_2,F13_2,F7_2",k141_106245,G1_2,G1_2.bin.19,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
G1_2-k141_122104,0,0,0,0,188,54,132,2,71,4,40,27,NA,k141_122104,G1_2,G1_2.bin.19,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
G1_2-k141_9169,8,0,8,0,231,58,153,20,20,0,11,9,"D13_2,D17_2,D21_2,E2_2,E4_2,E6_2,F13_2,F7_2,O2_2,O4_2",NA,NA,NA,NA,NA,NA,no,yes
G20_2-k141_100496,0,0,0,0,215,58,153,4,44,0,19,25,NA,NA,NA,NA,NA,NA,NA,no,no
G20_2-k141_28693,0,0,0,0,196,58,136,2,63,0,36,27,NA,NA,NA,NA,NA,NA,NA,no,yes
G20_2-k141_58321,0,0,0,0,126,29,91,6,133,29,81,23,NA,k141_58321,G20_2,G20_2.bin.13,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
G20_2-k141_8366,0,0,0,0,176,43,105,28,83,15,67,1,NA,k141_8366,G20_2,G20_2.bin.13,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
G21_1-k141_148406,2,0,2,0,253,58,166,29,4,0,4,0,"G9_1,I9_1,M14_2,M19_2,M21_2,M7_2,M9_2",NA,NA,NA,NA,NA,NA,no,yes
G21_2-k141_21262,2,1,1,0,242,57,161,24,15,0,10,5,"A16_2,C13_2,J9_2",k141_21262,G21_2,G21_2.bin.14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615,yes,yes
G21_2-k141_34577,0,0,0,0,244,58,160,26,15,0,12,3,NA,k141_34577,G21_2,G21_2.bin.14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615,yes,no
G21_2-k141_64191,0,0,0,0,189,55,126,8,70,3,46,21,NA,NA,NA,NA,NA,NA,NA,no,no
G21_2-k141_64466,0,0,0,0,246,58,161,27,13,0,11,2,NA,NA,NA,NA,NA,NA,NA,no,no
G21_2-k141_83691,2,0,2,0,218,58,146,14,39,0,24,15,"A16_2,A18_2,J9_2",NA,NA,NA,NA,NA,NA,no,yes
G22_2-k141_33402,0,0,0,0,210,57,147,6,49,1,25,23,NA,NA,NA,NA,NA,NA,NA,no,no
G22_2-k141_54966,0,0,0,0,240,58,154,28,19,0,18,1,NA,k141_54966,G22_2,G22_2.bin.7,NA,k__Bacteria (UID2372),k__Bacteria (UID2372),yes,no
G22_2-k141_64480,0,0,0,0,250,58,163,29,9,0,9,0,NA,NA,NA,NA,NA,NA,NA,no,no
G23_2-k141_101962,0,0,0,0,211,58,148,5,48,0,24,24,NA,NA,NA,NA,NA,NA,NA,no,no
G23_2-k141_15726,1,0,1,0,243,58,159,26,15,0,12,3,C8_2,k141_15726,G23_2,G23_2.bin.23,NA,f__Lachnospiraceae (UID1286),f__Lachnospiraceae (UID1286),yes,yes
G23_2-k141_32056,0,0,0,0,116,39,76,1,143,19,96,28,NA,NA,NA,NA,NA,NA,NA,no,no
G23_2-k141_55368,0,0,0,0,208,58,149,1,51,0,23,28,NA,NA,NA,NA,NA,NA,NA,no,no
G23_2-k141_5968,2,0,2,0,224,58,150,16,33,0,20,13,"B17_1,P15_1",k141_5968,G23_2,G23_2.bin.11,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
G23_2-k141_710,4,0,4,0,207,58,141,8,48,0,27,21,"A16_2,A18_2,C10_2,M10_2,M6_2",NA,NA,NA,NA,NA,NA,no,yes
G23_2-k141_93757,0,0,0,0,233,58,155,20,26,0,17,9,NA,NA,NA,NA,NA,NA,NA,no,no
G23_2-k141_99832,0,0,0,0,180,57,121,2,79,1,51,27,NA,NA,NA,NA,NA,NA,NA,no,no
G2_2-k141_67665,1,0,1,0,167,49,99,19,91,9,72,10,G16_2,NA,NA,NA,NA,NA,NA,no,yes
G3_2-k141_103372,4,0,4,0,197,56,125,16,58,2,43,13,"D17_2,D21_2,F13_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
G3_2-k141_48369,0,0,0,0,156,56,98,2,103,2,74,27,NA,NA,NA,NA,NA,NA,NA,no,yes
G3_2-k141_53894,2,0,2,0,215,57,130,28,42,1,40,1,"D17_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
G4_2-k141_102200,0,0,0,0,223,58,139,26,36,0,33,3,NA,k141_102200,G4_2,G4_2.bin.44,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
G4_2-k141_111301,1,0,1,0,152,55,95,2,106,3,76,27,G20_2,k141_111301,G4_2,G4_2.bin.43,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp003024715,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp003024715,yes,yes
G4_2-k141_135830,0,0,0,0,208,57,132,19,51,1,40,10,NA,NA,NA,NA,NA,NA,NA,no,no
G4_2-k141_35260,0,0,0,0,191,47,115,29,68,11,57,0,NA,k141_35260,G4_2,G4_2.bin.31,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
G4_2-k141_56332,0,0,0,0,102,23,79,0,157,35,93,29,NA,NA,NA,NA,NA,NA,NA,no,no
G5_1-k141_7428,6,0,6,0,222,55,146,21,31,3,20,8,"E14_2,G10_2,G18_2,G20_2,G22_2,G4_2,J13_2",k141_7428,G5_1,G5_1.bin.5,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,yes
